,time,application,angry,disgust,fear,happy,sad,surprise
4366,2022_07_23_20_06_15,Electron,0.19,0.0,0.31,0.0,0.44,0.06
4367,2022_07_23_20_06_15,Electron,0.2,0.0,0.1,0.0,0.7,0.0
4368,2022_07_23_20_06_16,Electron,0.08,0.0,0.15,0.0,0.77,0.0
4369,2022_07_23_20_06_16,Electron,0.0,0.0,0.0,0.0,1.0,0.0
4370,2022_07_23_20_06_16,Electron,0.12,0.0,0.12,0.0,0.73,0.03
4371,2022_07_23_20_06_17,Electron,0.39,0.0,0.09,0.0,0.52,0.0
4372,2022_07_23_20_06_17,Electron,0.19,0.0,0.12,0.0,0.65,0.04
4373,2022_07_23_20_06_17,Electron,0.21,0.0,0.06,0.0,0.7,0.03
4374,2022_07_23_20_06_18,Electron,0.27,0.0,0.18,0.0,0.55,0.0
4375,2022_07_23_20_06_18,Electron,0.02,0.0,0.01,0.77,0.18,0.02
4376,2022_07_23_20_06_19,Electron,0.07,0.0,0.1,0.25,0.51,0.07
4377,2022_07_23_20_06_20,Electron,0.15,0.0,0.11,0.42,0.21,0.11
4378,2022_07_23_20_06_22,Electron,0.07,0.0,0.06,0.68,0.19,0.0
4379,2022_07_23_20_06_23,Electron,0.03,0.0,0.02,0.82,0.01,0.11
4380,2022_07_23_20_06_23,Electron,0.09,0.0,0.02,0.69,0.16,0.05
4381,2022_07_23_20_06_23,Electron,0.06,0.0,0.03,0.73,0.18,0.0
4382,2022_07_23_20_06_24,Electron,0.0,0.0,0.0,0.98,0.01,0.01
4383,2022_07_23_20_06_24,Electron,0.02,0.0,0.01,0.89,0.06,0.01
4384,2022_07_23_20_06_24,Electron,0.01,0.0,0.0,0.94,0.03,0.01
4385,2022_07_23_20_06_25,Electron,0.0,0.0,0.0,0.99,0.01,0.0
4386,2022_07_23_20_06_25,Electron,0.02,0.0,0.02,0.87,0.04,0.06
4387,2022_07_23_20_06_26,Electron,0.08,0.0,0.02,0.76,0.04,0.1
4388,2022_07_23_20_06_26,Electron,0.33,0.0,0.13,0.2,0.27,0.07
4389,2022_07_23_20_06_26,Electron,0.11,0.0,0.26,0.16,0.32,0.16
4390,2022_07_23_20_06_27,Electron,0.33,0.0,0.0,0.0,0.67,0.0
4391,2022_07_23_20_06_27,Electron,0.35,0.0,0.26,0.06,0.23,0.1
4392,2022_07_23_20_06_27,Electron,0.21,0.0,0.33,0.04,0.37,0.04
4393,2022_07_23_20_06_28,Electron,0.28,0.0,0.33,0.06,0.22,0.11
4394,2022_07_23_20_06_28,Electron,0.33,0.0,0.33,0.0,0.33,0.0
4395,2022_07_23_20_06_28,Electron,0.33,0.0,0.0,0.33,0.33,0.0
4396,2022_07_23_20_06_29,Electron,0.2,0.0,0.3,0.0,0.2,0.3
4397,2022_07_23_20_06_29,Electron,0.25,0.0,0.25,0.0,0.25,0.25
4398,2022_07_23_20_06_30,Electron,0.2,0.0,0.2,0.2,0.2,0.2
4399,2022_07_23_20_06_31,Electron,0.5,0.0,0.17,0.0,0.17,0.17
4400,2022_07_23_20_06_31,Electron,0.4,0.0,0.2,0.0,0.4,0.0
4401,2022_07_23_20_06_32,Electron,0.5,0.0,0.0,0.0,0.5,0.0
4402,2022_07_23_20_06_32,Electron,0.33,0.0,0.0,0.17,0.5,0.0
4403,2022_07_23_20_06_37,Terminal,0.15,0.0,0.16,0.07,0.59,0.02
4404,2022_07_23_20_06_38,Terminal,0.15,0.0,0.08,0.38,0.37,0.01
4405,2022_07_23_20_06_39,Code,0.38,0.0,0.06,0.32,0.21,0.04
4406,2022_07_23_20_06_39,Code,0.53,0.0,0.12,0.06,0.24,0.06
4407,2022_07_23_20_06_39,Code,0.07,0.0,0.22,0.0,0.7,0.0
4408,2022_07_23_20_06_40,Code,0.15,0.0,0.08,0.02,0.75,0.0
4409,2022_07_23_20_06_40,Code,0.21,0.0,0.08,0.03,0.68,0.0
4410,2022_07_23_20_06_40,Code,0.09,0.0,0.03,0.0,0.88,0.0
4411,2022_07_23_20_06_41,Code,0.24,0.0,0.03,0.03,0.69,0.0
4412,2022_07_23_20_06_41,Code,0.12,0.0,0.0,0.0,0.88,0.0
4413,2022_07_23_20_06_41,Code,0.2,0.0,0.07,0.0,0.73,0.0
4414,2022_07_23_20_06_42,Code,0.11,0.0,0.05,0.0,0.84,0.0
4415,2022_07_23_20_06_42,Code,0.3,0.0,0.1,0.0,0.6,0.0
4416,2022_07_23_20_06_42,Code,0.26,0.0,0.04,0.0,0.7,0.0
4417,2022_07_23_20_06_43,Code,0.22,0.0,0.07,0.0,0.72,0.0
4418,2022_07_23_20_06_43,Code,0.2,0.0,0.1,0.0,0.7,0.0
4419,2022_07_23_20_06_44,Code,0.28,0.0,0.0,0.0,0.71,0.0
4420,2022_07_23_20_06_44,Code,0.22,0.0,0.0,0.0,0.78,0.0
4421,2022_07_23_20_06_44,Code,0.2,0.0,0.07,0.0,0.73,0.0
4422,2022_07_23_20_06_45,Code,0.23,0.0,0.08,0.0,0.69,0.0
4423,2022_07_23_20_06_45,Code,0.33,0.0,0.0,0.0,0.67,0.0
4424,2022_07_23_20_06_45,Code,0.13,0.0,0.33,0.0,0.47,0.07
4425,2022_07_23_20_06_46,Code,0.2,0.0,0.2,0.0,0.6,0.0
4426,2022_07_23_20_06_46,Code,0.25,0.0,0.12,0.0,0.62,0.0
4427,2022_07_23_20_06_46,Code,0.1,0.0,0.1,0.0,0.8,0.0
4428,2022_07_23_20_06_47,Code,0.21,0.0,0.07,0.0,0.71,0.0
4429,2022_07_23_20_06_47,Code,0.23,0.0,0.08,0.0,0.69,0.0
4430,2022_07_23_20_06_47,Code,0.26,0.0,0.03,0.0,0.71,0.0
4431,2022_07_23_20_06_48,Code,0.34,0.0,0.05,0.0,0.61,0.0
4432,2022_07_23_20_06_48,Code,0.33,0.0,0.07,0.0,0.6,0.0
4433,2022_07_23_20_06_48,Code,0.18,0.0,0.18,0.0,0.64,0.0
4434,2022_07_23_20_06_48,Code,0.15,0.0,0.18,0.02,0.1,0.56
4435,2022_07_23_20_06_49,Code,0.17,0.0,0.12,0.02,0.1,0.6
4436,2022_07_23_20_06_49,Code,0.17,0.0,0.15,0.02,0.44,0.23
4437,2022_07_23_20_06_50,Code,0.11,0.0,0.16,0.03,0.7,0.0
4438,2022_07_23_20_06_51,Code,0.06,0.0,0.38,0.06,0.1,0.4
4439,2022_07_23_20_06_51,Code,0.11,0.0,0.14,0.0,0.75,0.0
4440,2022_07_23_20_06_51,Code,0.03,0.0,0.19,0.0,0.72,0.06
4441,2022_07_23_20_06_52,Code,0.22,0.0,0.04,0.13,0.61,0.0
4442,2022_07_23_20_06_52,Code,0.36,0.0,0.0,0.07,0.56,0.0
4443,2022_07_23_20_06_52,Code,0.43,0.0,0.07,0.0,0.5,0.0
4444,2022_07_23_20_06_53,Code,0.18,0.0,0.09,0.0,0.73,0.0
4445,2022_07_23_20_06_53,Code,0.22,0.0,0.11,0.0,0.67,0.0
4446,2022_07_23_20_06_53,Code,0.12,0.0,0.0,0.0,0.88,0.0
4447,2022_07_23_20_06_54,Code,0.13,0.0,0.2,0.0,0.67,0.0
4448,2022_07_23_20_06_54,Code,0.15,0.0,0.23,0.0,0.54,0.08
4449,2022_07_23_20_06_54,Code,0.09,0.0,0.18,0.0,0.73,0.0
4450,2022_07_23_20_06_55,Code,0.1,0.0,0.1,0.0,0.81,0.0
4451,2022_07_23_20_06_55,Code,0.18,0.0,0.12,0.0,0.71,0.0
4452,2022_07_23_20_06_55,Code,0.17,0.0,0.17,0.0,0.67,0.0
4453,2022_07_23_20_06_55,Code,0.07,0.0,0.07,0.0,0.86,0.0
4454,2022_07_23_20_06_56,Code,0.2,0.0,0.07,0.0,0.73,0.0
4455,2022_07_23_20_06_56,Code,0.17,0.0,0.17,0.0,0.67,0.0
4456,2022_07_23_20_06_57,Code,0.35,0.0,0.12,0.0,0.53,0.0
4457,2022_07_23_20_06_57,Terminal,0.23,0.0,0.08,0.0,0.69,0.0
4458,2022_07_23_20_06_57,Terminal,0.07,0.0,0.02,0.0,0.9,0.0
4459,2022_07_23_20_06_58,Terminal,0.1,0.0,0.0,0.0,0.9,0.0
4460,2022_07_23_20_06_58,Terminal,0.11,0.0,0.0,0.0,0.89,0.0
4461,2022_07_23_20_06_58,Terminal,0.28,0.0,0.0,0.0,0.71,0.0
4462,2022_07_23_20_06_59,Terminal,0.36,0.0,0.0,0.0,0.64,0.0
4463,2022_07_23_20_06_59,Terminal,0.31,0.0,0.08,0.0,0.62,0.0
4464,2022_07_23_20_07_00,Electron,0.45,0.0,0.0,0.0,0.55,0.0
4465,2022_07_23_20_07_00,Electron,0.24,0.0,0.08,0.0,0.68,0.0
4466,2022_07_23_20_07_01,Electron,0.1,0.0,0.1,0.0,0.8,0.0
4467,2022_07_23_20_07_01,Electron,0.18,0.0,0.09,0.0,0.73,0.0
4468,2022_07_23_20_07_02,Electron,0.11,0.0,0.0,0.0,0.89,0.0
4469,2022_07_23_20_07_05,Electron,0.01,0.0,0.01,0.94,0.02,0.02
4470,2022_07_23_20_07_06,Electron,0.33,0.0,0.23,0.17,0.13,0.13
4471,2022_07_23_20_07_07,Electron,0.42,0.0,0.04,0.0,0.54,0.0
4472,2022_07_23_20_07_07,python3,0.27,0.0,0.14,0.18,0.41,0.0
4473,2022_07_23_20_07_08,python3,0.13,0.0,0.04,0.65,0.17,0.0
4474,2022_07_23_20_07_08,python3,0.25,0.0,0.09,0.06,0.59,0.0
4475,2022_07_23_20_07_09,python3,0.46,0.0,0.15,0.08,0.31,0.0
4476,2022_07_23_20_07_12,Electron,0.44,0.0,0.19,0.0,0.37,0.0
4477,2022_07_23_20_07_13,Electron,0.5,0.0,0.1,0.0,0.4,0.0
4478,2022_07_23_20_07_13,Electron,0.76,0.0,0.06,0.0,0.18,0.0
4479,2022_07_23_20_07_13,Electron,0.56,0.0,0.14,0.0,0.21,0.07
4480,2022_07_23_20_07_14,Electron,0.45,0.0,0.09,0.0,0.45,0.0
4481,2022_07_23_20_07_14,Electron,0.31,0.0,0.2,0.0,0.46,0.03
4482,2022_07_23_20_07_14,Electron,0.33,0.0,0.17,0.0,0.42,0.08
4483,2022_07_23_20_07_15,Electron,0.38,0.0,0.12,0.0,0.5,0.0
4484,2022_07_23_20_07_15,Electron,0.32,0.0,0.05,0.0,0.64,0.0
4485,2022_07_23_20_07_15,Electron,0.3,0.0,0.1,0.0,0.6,0.0
4486,2022_07_23_20_07_16,Electron,0.36,0.0,0.09,0.0,0.55,0.0
4487,2022_07_23_20_07_16,Electron,0.32,0.0,0.11,0.0,0.53,0.05
4488,2022_07_23_20_07_17,Electron,0.48,0.0,0.14,0.0,0.33,0.05
4489,2022_07_23_20_07_17,Electron,0.35,0.0,0.19,0.0,0.38,0.08
4490,2022_07_23_20_07_17,Electron,0.31,0.0,0.04,0.28,0.28,0.07
4491,2022_07_23_20_07_18,Electron,0.5,0.0,0.08,0.0,0.42,0.0
4492,2022_07_23_20_07_18,Electron,0.7,0.0,0.15,0.0,0.11,0.04
4493,2022_07_23_20_07_18,Electron,0.6,0.0,0.1,0.0,0.3,0.0
4494,2022_07_23_20_07_19,Electron,0.25,0.0,0.12,0.0,0.62,0.0
4495,2022_07_23_20_07_19,Electron,0.78,0.0,0.04,0.0,0.17,0.0
4496,2022_07_23_20_07_19,Electron,0.12,0.0,0.12,0.0,0.75,0.0
4497,2022_07_23_20_07_20,Electron,0.31,0.0,0.08,0.0,0.62,0.0
4498,2022_07_23_20_07_20,Electron,0.33,0.0,0.17,0.0,0.5,0.0
4499,2022_07_23_20_07_20,Electron,0.33,0.0,0.17,0.0,0.5,0.0
4500,2022_07_23_20_07_21,Electron,0.69,0.0,0.15,0.0,0.15,0.0
4501,2022_07_23_20_07_21,Electron,0.68,0.0,0.14,0.0,0.18,0.0
4502,2022_07_23_20_07_21,Electron,0.67,0.0,0.11,0.0,0.22,0.0
4503,2022_07_23_20_07_42,Terminal,0.08,0.0,0.19,0.24,0.42,0.06
4504,2022_07_23_20_07_43,Code,0.02,0.0,0.03,0.8,0.14,0.01
4505,2022_07_23_20_07_44,Code,0.12,0.05,0.14,0.36,0.3,0.02
4506,2022_07_23_20_07_44,Code,0.05,0.01,0.02,0.59,0.33,0.0
4507,2022_07_23_20_07_45,Code,0.61,0.0,0.06,0.09,0.19,0.06
4508,2022_07_23_20_07_48,Code,0.52,0.0,0.04,0.01,0.39,0.03
4509,2022_07_23_20_07_52,Code,0.0,0.0,0.14,0.0,0.86,0.0
4510,2022_07_23_20_07_53,Code,0.0,0.0,0.1,0.0,0.9,0.0
4511,2022_07_23_20_07_53,Code,0.18,0.0,0.23,0.0,0.55,0.05
4512,2022_07_23_20_07_53,Code,0.53,0.0,0.07,0.03,0.24,0.12
4513,2022_07_23_20_07_54,Code,0.06,0.0,0.06,0.0,0.88,0.0
4514,2022_07_23_20_07_54,Code,0.07,0.0,0.07,0.0,0.86,0.0
4515,2022_07_23_20_07_54,Code,0.13,0.0,0.07,0.0,0.8,0.0
4516,2022_07_23_20_07_56,Code,0.15,0.0,0.17,0.13,0.47,0.09
4517,2022_07_23_20_07_59,Code,0.28,0.0,0.15,0.05,0.47,0.04
4518,2022_07_23_20_08_00,Code,0.14,0.0,0.05,0.0,0.82,0.0
4519,2022_07_23_20_08_00,Code,0.28,0.0,0.04,0.0,0.68,0.0
4520,2022_07_23_20_08_00,Code,0.4,0.0,0.12,0.0,0.48,0.0
4521,2022_07_23_20_08_01,Code,0.3,0.0,0.06,0.0,0.64,0.0
4522,2022_07_23_20_08_01,Code,0.44,0.0,0.06,0.0,0.47,0.03
4523,2022_07_23_20_08_01,Code,0.33,0.02,0.02,0.0,0.62,0.0
4524,2022_07_23_20_08_02,Code,0.44,0.0,0.06,0.0,0.5,0.0
4525,2022_07_23_20_08_02,Code,0.42,0.0,0.05,0.0,0.53,0.0
4526,2022_07_23_20_08_02,Code,0.35,0.0,0.05,0.0,0.6,0.0
4527,2022_07_23_20_08_03,Code,0.28,0.0,0.1,0.0,0.62,0.0
4528,2022_07_23_20_08_04,Code,0.19,0.0,0.19,0.23,0.31,0.08
4529,2022_07_23_20_08_04,Code,0.14,0.0,0.14,0.0,0.69,0.03
4530,2022_07_23_20_08_04,Code,0.16,0.0,0.1,0.03,0.71,0.0
4531,2022_07_23_20_08_05,Code,0.19,0.0,0.13,0.0,0.68,0.0
4532,2022_07_23_20_08_05,Code,0.16,0.0,0.25,0.03,0.5,0.06
4533,2022_07_23_20_08_05,Code,0.24,0.0,0.14,0.0,0.62,0.0
4534,2022_07_23_20_08_06,Code,0.26,0.0,0.19,0.04,0.48,0.04
4535,2022_07_23_20_08_06,Code,0.12,0.0,0.06,0.03,0.75,0.03
4536,2022_07_23_20_08_06,Code,0.13,0.0,0.08,0.0,0.79,0.0
4537,2022_07_23_20_08_07,Code,0.14,0.0,0.09,0.03,0.74,0.0
4538,2022_07_23_20_08_07,Code,0.11,0.0,0.04,0.02,0.83,0.0
4539,2022_07_23_20_08_07,Code,0.19,0.0,0.05,0.0,0.76,0.0
4540,2022_07_23_20_08_08,Code,0.22,0.0,0.06,0.0,0.72,0.0
4541,2022_07_23_20_08_08,Code,0.27,0.0,0.08,0.0,0.65,0.0
4542,2022_07_23_20_08_08,Code,0.26,0.0,0.06,0.0,0.68,0.0
4543,2022_07_23_20_08_09,Code,0.33,0.0,0.06,0.0,0.61,0.0
4544,2022_07_23_20_08_09,Code,0.12,0.0,0.06,0.0,0.81,0.0
4545,2022_07_23_20_08_09,Code,0.28,0.0,0.0,0.0,0.71,0.0
4546,2022_07_23_20_08_10,Code,0.16,0.0,0.05,0.0,0.79,0.0
4547,2022_07_23_20_08_10,Code,0.08,0.0,0.03,0.0,0.89,0.0
4548,2022_07_23_20_08_11,Code,0.15,0.0,0.05,0.0,0.8,0.0
4549,2022_07_23_20_08_11,Code,0.17,0.0,0.0,0.0,0.83,0.0
4550,2022_07_23_20_08_11,Code,0.11,0.0,0.0,0.0,0.89,0.0
4551,2022_07_23_20_08_12,Code,0.17,0.0,0.07,0.0,0.76,0.0
4552,2022_07_23_20_08_30,Electron,0.07,0.0,0.07,0.0,0.86,0.0
4553,2022_07_23_20_08_31,Electron,0.1,0.0,0.1,0.0,0.75,0.05
4554,2022_07_23_20_08_31,Electron,0.12,0.0,0.0,0.0,0.88,0.0
4555,2022_07_23_20_08_31,Electron,0.24,0.0,0.06,0.0,0.71,0.0
4556,2022_07_23_20_08_32,Electron,0.14,0.0,0.04,0.0,0.82,0.0
4557,2022_07_23_20_08_32,Electron,0.11,0.0,0.03,0.0,0.86,0.0
4558,2022_07_23_20_08_32,Electron,0.19,0.0,0.06,0.0,0.75,0.0
4559,2022_07_23_20_08_33,Electron,0.16,0.0,0.11,0.0,0.74,0.0
4560,2022_07_23_20_08_33,Electron,0.14,0.0,0.07,0.0,0.79,0.0
4561,2022_07_23_20_08_33,Electron,0.09,0.0,0.11,0.0,0.74,0.06
4562,2022_07_23_20_08_34,Electron,0.12,0.0,0.06,0.0,0.81,0.02
4563,2022_07_23_20_08_34,Electron,0.18,0.0,0.08,0.0,0.74,0.0
4564,2022_07_23_20_08_34,Electron,0.19,0.0,0.08,0.0,0.7,0.03
4565,2022_07_23_20_08_35,Electron,0.55,0.0,0.14,0.0,0.32,0.0
4566,2022_07_23_20_08_35,Electron,0.02,0.0,0.01,0.84,0.11,0.02
4567,2022_07_23_20_08_36,Electron,0.01,0.0,0.01,0.81,0.15,0.02
4568,2022_07_23_20_08_37,Electron,0.02,0.0,0.02,0.66,0.19,0.11
4569,2022_07_23_20_08_38,Terminal,0.13,0.0,0.09,0.21,0.43,0.13
4570,2022_07_23_20_08_39,Terminal,0.14,0.0,0.1,0.24,0.44,0.09
4571,2022_07_23_20_08_40,Code,0.31,0.0,0.07,0.47,0.14,0.01
4572,2022_07_23_20_08_41,Code,0.38,0.02,0.08,0.37,0.12,0.02
4573,2022_07_23_20_08_41,Code,0.31,0.03,0.1,0.38,0.14,0.03
4574,2022_07_23_20_08_43,Code,0.28,0.06,0.13,0.33,0.15,0.06
4575,2022_07_23_20_08_53,Code,0.18,0.0,0.09,0.0,0.73,0.0
4576,2022_07_23_20_08_54,Code,0.0,0.0,0.1,0.0,0.9,0.0
4577,2022_07_23_20_08_54,Code,0.08,0.0,0.08,0.0,0.83,0.0
4578,2022_07_23_20_08_54,Code,0.0,0.0,0.0,0.0,1.0,0.0
4579,2022_07_23_20_08_55,Code,0.0,0.0,0.17,0.0,0.83,0.0
4580,2022_07_23_20_08_56,Code,0.0,0.0,0.0,0.0,1.0,0.0
4581,2022_07_23_20_08_56,Code,0.0,0.0,0.0,0.0,1.0,0.0
4582,2022_07_23_20_08_56,Code,0.1,0.0,0.0,0.0,0.9,0.0
4583,2022_07_23_20_08_57,Code,0.11,0.0,0.0,0.0,0.89,0.0
4584,2022_07_23_20_08_57,Code,0.07,0.0,0.07,0.0,0.87,0.0
4585,2022_07_23_20_08_57,Code,0.17,0.0,0.17,0.0,0.67,0.0
4586,2022_07_23_20_08_58,Code,0.08,0.0,0.08,0.0,0.85,0.0
4587,2022_07_23_20_08_58,Code,0.07,0.0,0.07,0.0,0.86,0.0
4588,2022_07_23_20_08_58,Code,0.1,0.0,0.1,0.0,0.8,0.0
4589,2022_07_23_20_08_58,Code,0.0,0.0,0.12,0.0,0.88,0.0
4590,2022_07_23_20_08_59,Code,0.2,0.0,0.2,0.0,0.6,0.0
4591,2022_07_23_20_08_59,Code,0.0,0.0,0.0,0.0,1.0,0.0
4592,2022_07_23_20_08_59,Code,0.0,0.0,0.2,0.0,0.8,0.0
4593,2022_07_23_20_09_00,Code,0.0,0.0,0.0,0.0,1.0,0.0
4594,2022_07_23_20_09_00,Code,0.0,0.0,0.0,0.0,1.0,0.0
4595,2022_07_23_20_09_01,Code,0.13,0.0,0.07,0.0,0.8,0.0
4596,2022_07_23_20_09_01,Code,0.18,0.0,0.27,0.05,0.43,0.07
4597,2022_07_23_20_09_01,Code,0.25,0.0,0.19,0.06,0.44,0.06
4598,2022_07_23_20_09_01,Code,0.3,0.0,0.1,0.0,0.6,0.0
4599,2022_07_23_20_09_02,Code,0.1,0.0,0.15,0.0,0.75,0.0
4600,2022_07_23_20_09_02,Code,0.16,0.0,0.32,0.0,0.48,0.03
4601,2022_07_23_20_09_02,Code,0.16,0.0,0.16,0.0,0.65,0.03
4602,2022_07_23_20_09_03,Code,0.13,0.0,0.13,0.0,0.73,0.0
4603,2022_07_23_20_09_03,Code,0.14,0.0,0.14,0.0,0.71,0.0
4604,2022_07_23_20_09_03,Code,0.12,0.0,0.18,0.0,0.71,0.0
4605,2022_07_23_20_09_04,Code,0.3,0.0,0.26,0.0,0.39,0.04
4606,2022_07_23_20_09_06,Code,0.09,0.0,0.18,0.0,0.64,0.09
4607,2022_07_23_20_09_07,Code,0.22,0.0,0.11,0.0,0.61,0.06
4608,2022_07_23_20_09_07,Code,0.22,0.0,0.0,0.0,0.78,0.0
4609,2022_07_23_20_09_07,Code,0.17,0.0,0.07,0.0,0.77,0.0
4610,2022_07_23_20_09_08,Code,0.17,0.0,0.11,0.0,0.67,0.06
4611,2022_07_23_20_09_08,Code,0.05,0.0,0.15,0.0,0.49,0.31
4612,2022_07_23_20_09_08,Code,0.15,0.0,0.11,0.0,0.71,0.03
4613,2022_07_23_20_09_09,Code,0.04,0.0,0.04,0.0,0.89,0.04
4614,2022_07_23_20_09_09,Code,0.07,0.0,0.07,0.0,0.86,0.0
4615,2022_07_23_20_09_10,Code,0.08,0.0,0.2,0.0,0.68,0.04
4616,2022_07_23_20_09_10,Finder,0.07,0.0,0.13,0.0,0.8,0.0
4617,2022_07_23_20_09_11,Electron,0.0,0.0,0.2,0.0,0.8,0.0
4618,2022_07_23_20_09_11,Electron,0.0,0.0,0.25,0.0,0.62,0.12
4619,2022_07_23_20_09_12,Electron,0.0,0.0,0.0,0.0,1.0,0.0
4620,2022_07_23_20_09_12,Electron,0.5,0.0,0.17,0.0,0.17,0.17
4621,2022_07_23_20_09_13,Electron,0.28,0.0,0.28,0.0,0.43,0.0
4622,2022_07_23_20_09_16,Code,0.12,0.0,0.06,0.03,0.74,0.06
4623,2022_07_23_20_09_16,Code,0.3,0.0,0.09,0.02,0.59,0.0
4624,2022_07_23_20_09_17,Code,0.14,0.0,0.35,0.0,0.45,0.06
4625,2022_07_23_20_09_17,Code,0.13,0.0,0.1,0.0,0.38,0.4
4626,2022_07_23_20_09_17,Code,0.27,0.0,0.15,0.0,0.5,0.07
4627,2022_07_23_20_09_17,Code,0.11,0.0,0.34,0.0,0.42,0.13
4628,2022_07_23_20_09_18,Code,0.08,0.0,0.08,0.38,0.42,0.04
4629,2022_07_23_20_09_20,Code,0.28,0.0,0.35,0.06,0.26,0.04
4630,2022_07_23_20_09_21,Code,0.24,0.0,0.24,0.03,0.5,0.0
4631,2022_07_23_20_09_21,Code,0.09,0.0,0.38,0.0,0.49,0.04
4632,2022_07_23_20_09_21,Code,0.25,0.0,0.17,0.0,0.5,0.08
4633,2022_07_23_20_09_22,Code,0.36,0.0,0.13,0.0,0.49,0.03
4634,2022_07_23_20_09_22,Code,0.15,0.0,0.08,0.0,0.77,0.0
4635,2022_07_23_20_09_22,Code,0.12,0.0,0.12,0.0,0.62,0.12
4636,2022_07_23_20_09_23,Code,0.43,0.0,0.14,0.0,0.43,0.0
4637,2022_07_23_20_09_23,Code,0.28,0.0,0.12,0.0,0.56,0.03
4638,2022_07_23_20_09_23,Code,0.26,0.0,0.13,0.0,0.56,0.04
4639,2022_07_23_20_09_24,Code,0.36,0.0,0.14,0.0,0.45,0.05
4640,2022_07_23_20_09_24,Code,0.22,0.0,0.13,0.0,0.52,0.13
4641,2022_07_23_20_09_24,Code,0.07,0.0,0.3,0.02,0.15,0.45
4642,2022_07_23_20_09_25,Code,0.15,0.0,0.21,0.0,0.62,0.03
4643,2022_07_23_20_09_25,Code,0.18,0.0,0.27,0.03,0.36,0.15
4644,2022_07_23_20_09_25,Code,0.2,0.0,0.25,0.05,0.4,0.1
4645,2022_07_23_20_09_26,Code,0.18,0.0,0.24,0.03,0.45,0.11
4646,2022_07_23_20_09_26,Terminal,0.21,0.0,0.26,0.0,0.28,0.24
4647,2022_07_23_20_09_26,Terminal,0.38,0.0,0.15,0.0,0.38,0.08
4648,2022_07_23_20_09_27,Terminal,0.21,0.0,0.36,0.07,0.28,0.07
4649,2022_07_23_20_09_27,Terminal,0.2,0.0,0.1,0.1,0.6,0.0
4650,2022_07_23_20_09_27,Terminal,0.19,0.0,0.12,0.0,0.69,0.0
4651,2022_07_23_20_09_28,Terminal,0.22,0.0,0.06,0.06,0.67,0.0
4652,2022_07_23_20_09_28,Terminal,0.33,0.0,0.0,0.33,0.33,0.0
4653,2022_07_23_20_09_28,Electron,0.18,0.0,0.09,0.0,0.64,0.09
4654,2022_07_23_20_09_29,Electron,0.11,0.0,0.26,0.0,0.57,0.05
4655,2022_07_23_20_09_30,Electron,0.12,0.0,0.25,0.0,0.5,0.12
4656,2022_07_23_20_09_30,Electron,0.14,0.0,0.14,0.0,0.71,0.0
4657,2022_07_23_20_09_30,Electron,0.2,0.0,0.08,0.39,0.28,0.04
4658,2022_07_23_20_09_31,Electron,0.05,0.0,0.04,0.74,0.12,0.04
4659,2022_07_23_20_09_40,Electron,0.26,0.0,0.11,0.28,0.3,0.06
4660,2022_07_23_20_09_43,Electron,0.13,0.0,0.03,0.53,0.27,0.03
4661,2022_07_23_20_09_45,Electron,0.02,0.0,0.04,0.48,0.4,0.05
4662,2022_07_23_20_09_49,Electron,0.13,0.0,0.19,0.22,0.34,0.11
4663,2022_07_23_20_09_52,Electron,0.25,0.0,0.16,0.27,0.28,0.04
4664,2022_07_23_20_09_52,Electron,0.5,0.0,0.0,0.0,0.5,0.0
4665,2022_07_23_20_09_53,Electron,0.33,0.0,0.0,0.0,0.67,0.0
4666,2022_07_23_20_09_53,Electron,0.09,0.0,0.09,0.08,0.68,0.06
4667,2022_07_23_20_09_54,Electron,0.27,0.0,0.27,0.0,0.45,0.0
4668,2022_07_23_20_09_55,Electron,0.14,0.0,0.14,0.0,0.71,0.0
4669,2022_07_23_20_09_55,Electron,0.18,0.0,0.18,0.0,0.55,0.09
4670,2022_07_23_20_09_55,Electron,0.13,0.0,0.35,0.0,0.39,0.13
4671,2022_07_23_20_09_56,Electron,0.24,0.0,0.24,0.0,0.47,0.06
4672,2022_07_23_20_09_56,Electron,0.27,0.0,0.18,0.0,0.45,0.09
4673,2022_07_23_20_09_56,Electron,0.18,0.0,0.12,0.0,0.59,0.12
4674,2022_07_23_20_09_57,Electron,0.17,0.0,0.17,0.0,0.33,0.33
4675,2022_07_23_20_09_57,Electron,0.14,0.0,0.14,0.0,0.56,0.14
4676,2022_07_23_20_09_57,Electron,0.62,0.0,0.25,0.0,0.12,0.0
4677,2022_07_23_20_09_58,Electron,0.45,0.0,0.09,0.0,0.45,0.0
4678,2022_07_23_20_09_58,Electron,0.4,0.0,0.33,0.0,0.27,0.0
4679,2022_07_23_20_09_58,Electron,0.57,0.0,0.24,0.0,0.13,0.05
4680,2022_07_23_20_09_59,Electron,0.56,0.0,0.22,0.0,0.22,0.0
4681,2022_07_23_20_09_59,Electron,0.42,0.0,0.17,0.0,0.42,0.0
4682,2022_07_23_20_09_59,Electron,0.14,0.0,0.14,0.0,0.71,0.0
4683,2022_07_23_20_10_00,Electron,0.74,0.03,0.05,0.0,0.18,0.0
4684,2022_07_23_20_10_00,Electron,0.46,0.0,0.08,0.08,0.31,0.08
4685,2022_07_23_20_10_00,Electron,0.18,0.0,0.07,0.0,0.75,0.0
4686,2022_07_23_20_10_01,Electron,0.15,0.0,0.24,0.0,0.56,0.06
